#separator:tab
#html:true
#notetype:Basic
#deck:粤语学习
#columns:Front	Back	Tags
我怎么会忘记你？	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>点<rt>dim2</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>忘<rt>mong4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">我点会忘记你</span><br><br><b>语法：</b>点会＋小句？<br><b>说明：</b>反问“不可能／怎么会”。	粤语::句型 粤语::语法::句型061
你为什么不说话？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>点<rt>dim2</rt></ruby><ruby>解<rt>gaai2</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>出<rt>ceot1</rt></ruby><ruby>声<rt>seng1</rt></ruby><br><span style="color:#666">你点解唔出声</span><br><br><b>语法：</b>点解＋小句？<br><b>说明：</b>询问原因“为什么”。	粤语::句型 粤语::语法::句型062
这首歌怎么唱？	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>点<rt>dim2</rt></ruby><ruby>样<rt>joeng6</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><br><span style="color:#666">呢首歌点样唱</span><br><br><b>语法：</b>点样＋动词？<br><b>说明：</b>询问方式“怎样”。	粤语::句型 粤语::语法::句型063
你知不知道我有多想念你？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>知<rt>zi1</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>知<rt>zi1</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>有<rt>jau5</rt></ruby><ruby>几<rt>gei2</rt></ruby><ruby>挂<rt>gwaa3</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">你知唔知我有几挂住你</span><br><br><b>语法：</b>有几＋形容词？<br><b>说明：</b>询问程度“有多……”。	粤语::句型 粤语::语法::句型064
这个夜晚多么安静。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>个<rt>go3</rt></ruby><ruby>夜<rt>je6</rt></ruby><ruby>晚<rt>maan5</rt></ruby><ruby>几<rt>gei2</rt></ruby><ruby>咁<rt>gam3</rt></ruby><ruby>安<rt>on1</rt></ruby><ruby>静<rt>zing6</rt></ruby><br><span style="color:#666">呢个夜晚几咁安静</span><br><br><b>语法：</b>几咁＋形容词<br><b>说明：</b>感叹程度“多么……”。	粤语::句型 粤语::语法::句型065
听过不一定记得。	<b>粤语：</b><ruby>听<rt>teng1</rt></ruby><ruby>过<rt>gwo3</rt></ruby><ruby>未<rt>mei6</rt></ruby><ruby>必<rt>bit1</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>得<rt>dak1</rt></ruby><br><span style="color:#666">听过未必记得</span><br><br><b>语法：</b>未必＋谓语<br><b>说明：</b>表示不一定。	粤语::句型 粤语::语法::句型066
你应该休息一下。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>应<rt>jing1</rt></ruby><ruby>该<rt>goi1</rt></ruby><ruby>休<rt>jau1</rt></ruby><ruby>息<rt>sik1</rt></ruby><ruby>下<rt>haa5</rt></ruby><br><span style="color:#666">你应该休息下</span><br><br><b>语法：</b>应该＋动词<br><b>说明：</b>表示义务、判断或建议。	粤语::句型 粤语::语法::句型067
我可以陪你回去。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>可<rt>ho2</rt></ruby><ruby>以<rt>ji5</rt></ruby><ruby>陪<rt>pui4</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>返<rt>faan1</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">我可以陪你返去</span><br><br><b>语法：</b>可以＋动词<br><b>说明：</b>表示许可或可能。	粤语::句型 粤语::语法::句型068
我会记住这一天。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>日<rt>jat6</rt></ruby><br><span style="color:#666">我会记住呢一日</span><br><br><b>语法：</b>会＋动词<br><b>说明：</b>表示将来、可能或能力。	粤语::句型 粤语::语法::句型069
这个声音好像很熟悉。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>把<rt>baa2</rt></ruby><ruby>声<rt>seng1</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>似<rt>ci5</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>熟<rt>suk6</rt></ruby><br><span style="color:#666">呢把声好似好熟</span><br><br><b>语法：</b>好似＋名词／小句<br><b>说明：</b>表示“好像／似乎”。	粤语::句型 粤语::语法::句型070
对我来说，这首歌很重要。	<b>粤语：</b><ruby>对<rt>deoi3</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><ruby>讲<rt>gong2</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>重<rt>zung6</rt></ruby><ruby>要<rt>jiu3</rt></ruby><br><span style="color:#666">对我嚟讲呢首歌好重要</span><br><br><b>语法：</b>对＋对象＋嚟讲<br><b>说明：</b>表示“对……来说”。	粤语::句型 粤语::语法::句型071
你和以前一样温柔。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>同<rt>tung4</rt></ruby><ruby>以<rt>ji5</rt></ruby><ruby>前<rt>cin4</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>样<rt>joeng6</rt></ruby><ruby>温<rt>wan1</rt></ruby><ruby>柔<rt>jau4</rt></ruby><br><span style="color:#666">你同以前一样温柔</span><br><br><b>语法：</b>A 同 B 一样＋形容词<br><b>说明：</b>表示两者程度相同。	粤语::句型 粤语::语法::句型072
今天没有昨天那么冷。	<b>粤语：</b><ruby>今<rt>gam1</rt></ruby><ruby>日<rt>jat6</rt></ruby><ruby>冇<rt>mou5</rt></ruby><ruby>琴<rt>kam4</rt></ruby><ruby>日<rt>jat6</rt></ruby><ruby>咁<rt>gam3</rt></ruby><ruby>冻<rt>dung3</rt></ruby><br><span style="color:#666">今日冇琴日咁冻</span><br><br><b>语法：</b>A 冇 B 咁＋形容词<br><b>说明：</b>表示A不如B。	粤语::句型 粤语::语法::句型073
这个高音你唱得到吗？	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>个<rt>go3</rt></ruby><ruby>高<rt>gou1</rt></ruby><ruby>音<rt>jam1</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>得<rt>dak1</rt></ruby><ruby>到<rt>dou3</rt></ruby><br><span style="color:#666">呢个高音你唱唔唱得到</span><br><br><b>语法：</b>动词＋得／唔＋结果<br><b>说明：</b>表示能否做到。	粤语::句型 粤语::语法::句型074
我听不到你说什么。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>到<rt>dou3</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>讲<rt>gong2</rt></ruby><ruby>咩<rt>me1</rt></ruby><br><span style="color:#666">我听唔到你讲咩</span><br><br><b>语法：</b>动词＋到／唔到<br><b>说明：</b>表示能否达到结果。	粤语::句型 粤语::语法::句型075
我终于找回那首歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>终<rt>zung1</rt></ruby><ruby>于<rt>jyu1</rt></ruby><ruby>搵<rt>wan2</rt></ruby><ruby>返<rt>faan1</rt></ruby><ruby>嗰<rt>go2</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我终于搵返嗰首歌</span><br><br><b>语法：</b>动词＋返<br><b>说明：</b>表示恢复、返回或重新取得。	粤语::句型 粤语::语法::句型076
音乐一响起，大家就安静下来。	<b>粤语：</b><ruby>音<rt>jam1</rt></ruby><ruby>乐<rt>ngok6</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>响<rt>hoeng2</rt></ruby><ruby>起<rt>hei2</rt></ruby><ruby>大<rt>daai6</rt></ruby><ruby>家<rt>gaa1</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>静<rt>zing6</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><br><span style="color:#666">音乐一响起大家就静落嚟</span><br><br><b>语法：</b>动词＋起<br><b>说明：</b>表示动作开始或向上。	粤语::句型 粤语::语法::句型077
请你继续唱下去。	<b>粤语：</b><ruby>请<rt>ceng2</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>继<rt>gai3</rt></ruby><ruby>续<rt>zuk6</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">请你继续唱落去</span><br><br><b>语法：</b>动词＋落<br><b>说明：</b>表示向下、继续或进入状态。	粤语::句型 粤语::语法::句型078
我平时一直听这类歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>开<rt>hoi1</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>类<rt>leoi6</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我听开呢类歌</span><br><br><b>语法：</b>动词＋开<br><b>说明：</b>表示惯常持续的动作。	粤语::句型 粤语::语法::句型079
我把整张专辑全听完了。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>晒<rt>saai3</rt></ruby><ruby>成<rt>sing4</rt></ruby><ruby>张<rt>zoeng1</rt></ruby><ruby>专<rt>zyun1</rt></ruby><ruby>辑<rt>cap1</rt></ruby><br><span style="color:#666">我听晒成张专辑</span><br><br><b>语法：</b>动词＋晒<br><b>说明：</b>表示全部完成。	粤语::句型 粤语::语法::句型080
先把最后一句也唱完。	<b>粤语：</b><ruby>唱<rt>coeng3</rt></ruby><ruby>埋<rt>maai4</rt></ruby><ruby>最<rt>zeoi3</rt></ruby><ruby>后<rt>hau6</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>句<rt>geoi3</rt></ruby><ruby>先<rt>sin1</rt></ruby><br><span style="color:#666">唱埋最后一句先</span><br><br><b>语法：</b>动词＋埋<br><b>说明：</b>表示靠近、合并或把余下部分完成。	粤语::句型 粤语::语法::句型081
我一直记着这段旋律。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>直<rt>zik6</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>段<rt>dyun6</rt></ruby><ruby>旋<rt>syun4</rt></ruby><ruby>律<rt>leot6</rt></ruby><br><span style="color:#666">我一直记住呢段旋律</span><br><br><b>语法：</b>动词＋住<br><b>说明：</b>表示状态持续。	粤语::句型 粤语::语法::句型082
你听一下这个版本。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>下<rt>haa5</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>个<rt>go3</rt></ruby><ruby>版<rt>baan2</rt></ruby><ruby>本<rt>bun2</rt></ruby><br><span style="color:#666">你听下呢个版本</span><br><br><b>语法：</b>动词＋下<br><b>说明：</b>表示短暂尝试，使语气柔和。	粤语::句型 粤语::语法::句型083
等我听完再说。	<b>粤语：</b><ruby>等<rt>dang2</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>完<rt>jyun4</rt></ruby><ruby>先<rt>sin1</rt></ruby><br><span style="color:#666">等我听完先</span><br><br><b>语法：</b>动词＋先<br><b>说明：</b>表示先后次序，粤语常放动词后。	粤语::句型 粤语::语法::句型084
我们唱完再走。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>完<rt>jyun4</rt></ruby><ruby>再<rt>zoi3</rt></ruby><ruby>走<rt>zau2</rt></ruby><br><span style="color:#666">我哋唱完再走</span><br><br><b>语法：</b>动词＋完＋再／先<br><b>说明：</b>明确表示完成后才做另一动作。	粤语::句型 粤语::语法::句型085
我每次听这首歌都会眼眶湿润。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>每<rt>mui5</rt></ruby><ruby>次<rt>ci3</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>亲<rt>can1</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>眼<rt>ngaan5</rt></ruby><ruby>湿<rt>sap1</rt></ruby><br><span style="color:#666">我每次听亲呢首歌都会眼湿</span><br><br><b>语法：</b>动词＋亲＋都<br><b>说明：</b>表示每逢做该动作就出现相同结果。	粤语::句型 粤语::语法::句型086
每逢下雨，我就想起你。	<b>粤语：</b><ruby>每<rt>mui5</rt></ruby><ruby>逢<rt>fung4</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>雨<rt>jyu5</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>起<rt>hei2</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">每逢落雨我就记起你</span><br><br><b>语法：</b>每逢＋时间／事件＋就<br><b>说明：</b>表示每到某时或发生某事。	粤语::句型 粤语::语法::句型087
直到失去才懂得珍惜。	<b>粤语：</b><ruby>到<rt>dou3</rt></ruby><ruby>失<rt>sat1</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>先<rt>sin1</rt></ruby><ruby>识<rt>sik1</rt></ruby><ruby>珍<rt>zan1</rt></ruby><ruby>惜<rt>sik1</rt></ruby><br><span style="color:#666">到失去先识珍惜</span><br><br><b>语法：</b>到＋时间／条件＋先<br><b>说明：</b>表示直到某时才发生。	粤语::句型 粤语::语法::句型088
从早晨到深夜，我都在这里。	<b>粤语：</b><ruby>由<rt>jau4</rt></ruby><ruby>朝<rt>ziu1</rt></ruby><ruby>早<rt>zou2</rt></ruby><ruby>到<rt>dou3</rt></ruby><ruby>深<rt>sam1</rt></ruby><ruby>夜<rt>je6</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>喺<rt>hai2</rt></ruby><ruby>度<rt>dou6</rt></ruby><br><span style="color:#666">由朝早到深夜我都喺度</span><br><br><b>语法：</b>由＋起点＋到＋终点<br><b>说明：</b>表示范围或过程。	粤语::句型 粤语::语法::句型089
我从来没有忘记你。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>从<rt>cung4</rt></ruby><ruby>来<rt>loi4</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>冇<rt>mou5</rt></ruby><ruby>忘<rt>mong4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">我从来都冇忘记你</span><br><br><b>语法：</b>从来都冇＋动词<br><b>说明：</b>表示过去一直没有发生。	粤语::句型 粤语::语法::句型090
我们曾经一起唱过这首歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>曾<rt>cang4</rt></ruby><ruby>经<rt>ging1</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>齐<rt>cai4</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>过<rt>gwo3</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我哋曾经一齐唱过呢首歌</span><br><br><b>语法：</b>曾经＋动词<br><b>说明：</b>表示过去有过某种经历。	粤语::句型 粤语::语法::句型091
我还是很想念你。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>挂<rt>gwaa3</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">我仲系好挂住你</span><br><br><b>语法：</b>仲系＋状态<br><b>说明：</b>表示状态仍然持续。	粤语::句型 粤语::语法::句型092
演唱会已经开始了。	<b>粤语：</b><ruby>演<rt>jin2</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>会<rt>wui6</rt></ruby><ruby>已<rt>ji5</rt></ruby><ruby>经<rt>ging1</rt></ruby><ruby>开<rt>hoi1</rt></ruby><ruby>始<rt>ci2</rt></ruby><ruby>咗<rt>zo2</rt></ruby><br><span style="color:#666">演唱会已经开始咗</span><br><br><b>语法：</b>已经＋动词＋咗<br><b>说明：</b>表示动作已经完成。	粤语::句型 粤语::语法::句型093
歌曲快要结束了。	<b>粤语：</b><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><ruby>完<rt>jyun4</rt></ruby><ruby>喇<rt>laa3</rt></ruby><br><span style="color:#666">首歌就嚟完喇</span><br><br><b>语法：</b>就嚟＋动词＋喇<br><b>说明：</b>表示即将发生。	粤语::句型 粤语::语法::句型094
我刚刚听完这首歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>啱<rt>ngaam1</rt></ruby><ruby>啱<rt>ngaam1</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>完<rt>jyun4</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我啱啱听完呢首歌</span><br><br><b>语法：</b>啱啱＋动词<br><b>说明：</b>表示动作刚刚发生。	粤语::句型 粤语::语法::句型095
他／她刚才打过电话来。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>正<rt>zeng3</rt></ruby><ruby>话<rt>waa6</rt></ruby><ruby>打<rt>daa2</rt></ruby><ruby>过<rt>gwo3</rt></ruby><ruby>电<rt>din6</rt></ruby><ruby>话<rt>waa2</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><br><span style="color:#666">佢正话打过电话嚟</span><br><br><b>语法：</b>正话＋动词<br><b>说明：</b>表示不久前发生，香港口语常用。	粤语::句型 粤语::语法::句型096
我现在正在听歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>而<rt>ji4</rt></ruby><ruby>家<rt>gaa1</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>紧<rt>gan2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我而家听紧歌</span><br><br><b>语法：</b>而家＋正在发生的事<br><b>说明：</b>表示现在。	粤语::句型 粤语::语法::句型097
你到底想怎样？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>究<rt>gau3</rt></ruby><ruby>竟<rt>ging2</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>点<rt>dim2</rt></ruby><ruby>样<rt>joeng6</rt></ruby><br><span style="color:#666">你究竟想点样</span><br><br><b>语法：</b>究竟＋疑问句<br><b>说明：</b>加强追问，表示“到底”。	粤语::句型 粤语::语法::句型098
明明还爱，却偏偏要走。	<b>粤语：</b><ruby>明<rt>ming4</rt></ruby><ruby>明<rt>ming4</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>爱<rt>oi3</rt></ruby><ruby>但<rt>daan6</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>偏<rt>pin1</rt></ruby><ruby>偏<rt>pin1</rt></ruby><ruby>要<rt>jiu3</rt></ruby><ruby>走<rt>zau2</rt></ruby><br><span style="color:#666">明明仲爱但系偏偏要走</span><br><br><b>语法：</b>明明＋事实＋但系<br><b>说明：</b>指出事实与结果矛盾。	粤语::句型 粤语::语法::句型099
我想忘记，却偏偏又想起。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>忘<rt>mong4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>偏<rt>pin1</rt></ruby><ruby>偏<rt>pin1</rt></ruby><ruby>又<rt>jau6</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>起<rt>hei2</rt></ruby><br><span style="color:#666">我想忘记偏偏又记起</span><br><br><b>语法：</b>偏偏＋不如意结果<br><b>说明：</b>强调事情恰好与愿望相反。	粤语::句型 粤语::语法::句型100
虽然很远，但我会回来。	<b>粤语：</b><ruby>虽<rt>seoi1</rt></ruby><ruby>然<rt>jin4</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>远<rt>jyun5</rt></ruby><ruby>但<rt>daan6</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>返<rt>faan1</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><br><span style="color:#666">虽然好远但系我会返嚟</span><br><br><b>语法：</b>虽然＋让步，但系＋转折<br><b>说明：</b>表示让步转折。	粤语::句型 粤语::语法::句型101
我不是不记得，而是不敢想起。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>得<rt>dak1</rt></ruby><ruby>而<rt>ji4</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>敢<rt>gam2</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>起<rt>hei2</rt></ruby><br><span style="color:#666">我唔系唔记得而系唔敢记起</span><br><br><b>语法：</b>唔系……而系……<br><b>说明：</b>纠正前项，强调后项。	粤语::句型 粤语::语法::句型102
